City;Location;Coordinates;Country Code;Pollutant;Source Name;Unit;Value;Last Updated;Country
Luxembourg;Belgium - Luxembourg - BETN085;50.303207,6.001736;BE;O3;EEA Belgium;µg/m³;46.5;2020-12-20T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETR001;50.849667,4.33382;BE;PM10;EEA Belgium;µg/m³;7.5;2020-12-20T02:00:00+01:00;Belgium
Liege;Belgium - Liege - BETR223;50.62067,5.516405;BE;SO2;EEA Belgium;µg/m³;3.0;2020-12-20T02:00:00+01:00;Belgium
Hainaut;Belgium - Hainaut - BETR512;50.40781,4.395897;BE;CO;EEA Belgium;µg/m³;0.17;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR805;51.20823,4.4215593;BE;PM10;EEA Belgium;µg/m³;11.6;2020-12-20T02:00:00+01:00;Belgium
Brussels;Belgium - Brussels - 41N043 - HAREN;50.88356,4.382963;BE;SO2;EEA Belgium;µg/m³;12.5;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42N045 - HASSELT;50.939713,5.3683786;BE;PM10;EEA Belgium;µg/m³;38.7;2017-01-06T11:00:00+01:00;Belgium
Flanders;Belgium - Flanders - 42R801 - BORGERHOUT;51.209663,4.431821;BE;PM10;EEA Belgium;µg/m³;17.2;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R803 - ANTWERPEN;51.22863,4.4284544;BE;PM2.5;EEA Belgium;µg/m³;5.58;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R892 - KALLO;51.26304,4.27889;BE;SO2;EEA Belgium;µg/m³;2.5;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43M204 - ANGLEUR;50.611923,5.61115;BE;PM2.5;EEA Belgium;µg/m³;4.1035;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N070 - MONS;50.46519,3.9397144;BE;CO;EEA Belgium;µg/m³;7.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N085 - VIELSALM;50.303207,6.001736;BE;CO;EEA Belgium;µg/m³;8.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N113 - SAINT-ODE;50.027027,5.593017;BE;PM2.5;EEA Belgium;µg/m³;1.2025;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 45R512 - MARCHIENNE;50.40781,4.395897;BE;NO2;EEA Belgium;µg/m³;16.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 45R512 - MARCHIENNE;50.40781,4.395897;BE;PM2.5;EEA Belgium;µg/m³;0.719;2017-07-21T00:00:00+02:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETN043;50.88356,4.382963;BE;PM10;EEA Belgium;µg/m³;12.5;2020-12-20T02:00:00+01:00;Belgium
Liege;Belgium - Liege - BETN067;50.612278,5.9927526;BE;PM2.5;EEA Belgium;µg/m³;0.0;2020-12-20T03:00:00+01:00;Belgium
Liege;Belgium - Liege - BETR240;50.583614,5.397446;BE;NO2;EEA Belgium;µg/m³;11.0;2020-12-20T02:00:00+01:00;Belgium
Oost-Vlaanderen;Belgium - Oost-Vlaanderen - BETR731;51.12469,3.7395043;BE;PM2.5;EEA Belgium;µg/m³;11.0;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR817;51.17713,4.4179487;BE;PM2.5;EEA Belgium;µg/m³;7.0;2020-12-20T02:00:00+01:00;Belgium
Brussels;Belgium - Brussels - 41B004 - STE.CATHERI;50.85081,4.3485875;BE;NO2;EEA Belgium;µg/m³;14.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R830 - DOEL;51.31823,4.262634;BE;NO2;EEA Belgium;µg/m³;4.5;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R834 - Boom;51.092,4.3801036;BE;PM10;EEA Belgium;µg/m³;13.7;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N060 - HAVINNES;50.61672,3.4576244;BE;SO2;EEA Belgium;µg/m³;1.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N073 - VEZIN;50.502716,4.988423;BE;NO2;EEA Belgium;µg/m³;8.5;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N113 - SAINT-ODE;50.027027,5.593017;BE;O3;EEA Belgium;µg/m³;45.5;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43R240 - ENGIS;50.583614,5.397446;BE;NO2;EEA Belgium;µg/m³;10.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44N012 - MOERKERKE;51.254574,3.362536;BE;NO2;EEA Belgium;µg/m³;5.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44N029 - HOUTEM;51.01628,2.5823228;BE;O3;EEA Belgium;µg/m³;53.0;2017-07-21T00:00:00+02:00;Belgium
Limburg;Belgium - Limburg - BETN027;51.133717,5.6066594;BE;NO2;EEA Belgium;µg/m³;5.0;2020-12-20T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETN043;50.88356,4.382963;BE;NO2;EEA Belgium;µg/m³;8.5;2020-12-20T02:00:00+01:00;Belgium
West-Vlaanderen;Belgium - West-Vlaanderen - BETN052;50.814873,3.3224943;BE;O3;EEA Belgium;µg/m³;38.5;2020-12-20T02:00:00+01:00;Belgium
Liege;Belgium - Liege - BETR221;50.658443,5.627835;BE;PM10;EEA Belgium;µg/m³;3.271;2020-12-20T02:00:00+01:00;Belgium
Oost-Vlaanderen;Belgium - Oost-Vlaanderen - BETR721;51.08896,3.7161193;BE;SO2;EEA Belgium;µg/m³;0.0;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR815;51.2147,4.3322062;BE;NO2;EEA Belgium;µg/m³;11.5;2018-01-04T04:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR822;51.26429,4.34128;BE;NO2;EEA Belgium;µg/m³;8.0;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR891;51.255806,4.38536;BE;NO2;EEA Belgium;µg/m³;10.5;2020-12-20T02:00:00+01:00;Belgium
Flanders;Belgium - Flanders - 40SZ02 - STEENOKKERZ;50.91302,4.512184;BE;NO2;EEA Belgium;µg/m³;26.0;2017-07-21T00:00:00+02:00;Belgium
Brussels;Belgium - Brussels - 41R001 - MOLENBEEK;50.849667,4.33382;BE;CO;EEA Belgium;µg/m³;11.5;2017-07-21T00:00:00+02:00;Belgium
Brussels;Belgium - Brussels - 41R012 - UCCLE;50.79663,4.3585386;BE;O3;EEA Belgium;µg/m³;49.5;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R817 - ANTWERPEN;51.17713,4.4179487;BE;PM2.5;EEA Belgium;µg/m³;4.65;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R894 - ANTWERPEN;51.2835,4.349496;BE;SO2;EEA Belgium;µg/m³;3.5;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N060 - HAVINNES;50.61672,3.4576244;BE;PM2.5;EEA Belgium;µg/m³;0.719;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N113 - SAINT-ODE;50.027027,5.593017;BE;PM10;EEA Belgium;µg/m³;4.271;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N132 - HABAY-LA-N.;49.71928,5.630398;BE;CO;EEA Belgium;µg/m³;10.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N132 - HABAY-LA-N.;49.71928,5.630398;BE;PM2.5;EEA Belgium;µg/m³;0.719;2017-07-20T16:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44N029 - HOUTEM;51.01628,2.5823228;BE;NO2;EEA Belgium;µg/m³;4.0;2017-07-21T00:00:00+02:00;Belgium
Vlaams-Brabant;Belgium - Vlaams-Brabant - BETE009;50.954918,4.435417;BE;NO2;EEA Belgium;µg/m³;8.0;2020-12-20T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETE013;50.811703,4.328385;BE;NO2;EEA Belgium;µg/m³;3.5;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETN016;51.233654,5.163979;BE;PM2.5;EEA Belgium;µg/m³;6.5;2020-12-20T02:00:00+01:00;Belgium
Vlaams-Brabant;Belgium - Vlaams-Brabant - BETN035;50.977543,4.837618;BE;SO2;EEA Belgium;µg/m³;0.0;2020-01-24T02:00:00+01:00;Belgium
Oost-Vlaanderen;Belgium - Oost-Vlaanderen - BETN051;50.798916,3.9302933;BE;O3;EEA Belgium;µg/m³;44.5;2020-12-20T02:00:00+01:00;Belgium
Liege;Belgium - Liege - BETR222;50.613415,5.570223;BE;O3;EEA Belgium;µg/m³;50.0;2020-12-20T02:00:00+01:00;Belgium
Liege;Belgium - Liege - BETR222;50.613415,5.570223;BE;NO2;EEA Belgium;µg/m³;2.5;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR801;51.209663,4.431821;BE;SO2;EEA Belgium;µg/m³;1.0;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR894;51.2835,4.349496;BE;NO2;EEA Belgium;µg/m³;28.5;2018-01-18T04:00:00+01:00;Belgium
Brussels;Belgium - Brussels - 41N043 - HAREN;50.88356,4.382963;BE;PM10;EEA Belgium;µg/m³;2.5;2017-07-20T21:00:00+02:00;Belgium
Brussels;Belgium - Brussels - 41R001 - MOLENBEEK;50.849667,4.33382;BE;PM2.5;EEA Belgium;µg/m³;4.6;2017-07-21T00:00:00+02:00;Belgium
Brussels;Belgium - Brussels - 41R002 - IXELLES;50.825127,4.384719;BE;CO;EEA Belgium;µg/m³;12.0;2017-07-20T23:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42N040 - ST.P.LEEUWG;50.76814,4.2251945;BE;NO2;EEA Belgium;µg/m³;6.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R815 - ZWIJNDRECHT;51.2147,4.3322062;BE;PM2.5;EEA Belgium;µg/m³;5.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44N012 - MOERKERKE;51.254574,3.362536;BE;PM10;EEA Belgium;µg/m³;16.2;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44N051 - IDEGEM;50.798916,3.9302933;BE;NO2;EEA Belgium;µg/m³;4.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44R721 - WONDELGEM;51.08896,3.7161193;BE;SO2;EEA Belgium;µg/m³;1.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44R731 - EVERGEM;51.12469,3.7395043;BE;SO2;EEA Belgium;µg/m³;1.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44R750 - ZELZATE;51.196064,3.82292;BE;SO2;EEA Belgium;µg/m³;0.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 45R501 - CHARLEROI;50.409313,4.452172;BE;PM2.5;EEA Belgium;µg/m³;3.1365;2017-07-21T00:00:00+02:00;Belgium
Antwerpen;Belgium - Antwerpen - BELHB23;51.1703,4.341005;BE;PM10;EEA Belgium;µg/m³;13.1;2020-12-20T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETB006;50.83863,4.374388;BE;CO;EEA Belgium;µg/m³;0.23;2020-12-20T02:00:00+01:00;Belgium
Liege;Belgium - Liege - BETH201;50.624992,5.547464;BE;PM10;EEA Belgium;µg/m³;3.771;2020-12-20T02:00:00+01:00;Belgium
Liege;Belgium - Liege - BETM204;50.611923,5.61115;BE;PM2.5;EEA Belgium;µg/m³;1.686;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETN016;51.233654,5.163979;BE;SO2;EEA Belgium;µg/m³;0.0;2020-01-20T02:00:00+01:00;Belgium
Limburg;Belgium - Limburg - BETN027;51.133717,5.6066594;BE;O3;EEA Belgium;µg/m³;43.0;2020-12-20T02:00:00+01:00;Belgium
Hainaut;Belgium - Hainaut - BETN060;50.61672,3.4576244;BE;O3;EEA Belgium;µg/m³;39.0;2020-12-20T02:00:00+01:00;Belgium
Hainaut;Belgium - Hainaut - BETN070;50.46519,3.9397144;BE;PM10;EEA Belgium;µg/m³;8.271;2020-12-20T02:00:00+01:00;Belgium
Namur;Belgium - Namur - BETN073;50.502716,4.988423;BE;NO2;EEA Belgium;µg/m³;5.0;2020-12-20T02:00:00+01:00;Belgium
Luxembourg;Belgium - Luxembourg - BETN121;49.87713,5.202387;BE;PM2.5;EEA Belgium;µg/m³;0.0;2020-12-20T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETR001;50.849667,4.33382;BE;SO2;EEA Belgium;µg/m³;1.55;2020-12-20T02:00:00+01:00;Belgium
Hainaut;Belgium - Hainaut - BETR511;50.37759,4.4247;BE;PM2.5;EEA Belgium;µg/m³;2.653;2020-12-20T02:00:00+01:00;Belgium
Oost-Vlaanderen;Belgium - Oost-Vlaanderen - BETR892;51.26304,4.27889;BE;SO2;EEA Belgium;µg/m³;2.0;2020-12-19T02:00:00+01:00;Belgium
Flanders;Belgium - Flanders - 40GK06 - GENK;50.92789,5.47062;BE;PM10;EEA Belgium;µg/m³;16.7;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 40HB23 - HOBOKEN;51.1703,4.341005;BE;NO2;EEA Belgium;µg/m³;12.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 40TS21 - TESSENDERLO;51.06571,5.1075363;BE;SO2;EEA Belgium;µg/m³;2.0;2017-01-06T11:00:00+01:00;Belgium
Flanders;Belgium - Flanders - 42N035 - AARSCHOT;50.977543,4.837618;BE;PM10;EEA Belgium;µg/m³;14.7;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R817 - ANTWERPEN;51.17713,4.4179487;BE;NO2;EEA Belgium;µg/m³;9.5;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N073 - VEZIN;50.502716,4.988423;BE;PM2.5;EEA Belgium;µg/m³;1.686;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N100 - DOURBES;50.095684,4.594763;BE;NO2;EEA Belgium;µg/m³;2.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N132 - HABAY-LA-N.;49.71928,5.630398;BE;PM10;EEA Belgium;µg/m³;1.771;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N132 - HABAY-LA-N.;49.71928,5.630398;BE;NO2;EEA Belgium;µg/m³;1.5;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44R701 - GENT;51.05833,3.729298;BE;SO2;EEA Belgium;µg/m³;0.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44R710 - DESTELBERGE;51.06128,3.7752624;BE;PM2.5;EEA Belgium;µg/m³;6.0;2017-07-21T00:00:00+02:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETB004;50.85081,4.3485875;BE;NO2;EEA Belgium;µg/m³;7.0;2020-12-20T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETB011;50.858032,4.2883363;BE;PM10;EEA Belgium;µg/m³;4.5;2020-12-20T02:00:00+01:00;Belgium
Oost-Vlaanderen;Belgium - Oost-Vlaanderen - BETE716;51.066986,3.682813;BE;NO2;EEA Belgium;µg/m³;6.5;2020-12-20T02:00:00+01:00;Belgium
Brabant wallon;Belgium - Brabant wallon - BETN063;50.655437,4.668288;BE;PM2.5;EEA Belgium;µg/m³;1.686;2020-12-20T02:00:00+01:00;Belgium
Liege;Belgium - Liege - BETN066;50.62886,6.002329;BE;NO2;EEA Belgium;µg/m³;1.5;2020-12-20T02:00:00+01:00;Belgium
Namur;Belgium - Namur - BETN093;50.27448,5.235169;BE;NO2;EEA Belgium;µg/m³;1.5;2020-12-20T02:00:00+01:00;Belgium
Namur;Belgium - Namur - BETN093;50.27448,5.235169;BE;PM2.5;EEA Belgium;µg/m³;0.719;2020-12-20T02:00:00+01:00;Belgium
Namur;Belgium - Namur - BETN100;50.095684,4.594763;BE;PM10;EEA Belgium;µg/m³;4.771;2020-12-20T02:00:00+01:00;Belgium
Luxembourg;Belgium - Luxembourg - BETN121;49.87713,5.202387;BE;PM10;EEA Belgium;µg/m³;1.271;2020-12-20T02:00:00+01:00;Belgium
Luxembourg;Belgium - Luxembourg - BETN132;49.71928,5.630398;BE;PM10;EEA Belgium;µg/m³;2.271;2020-12-20T02:00:00+01:00;Belgium
Hainaut;Belgium - Hainaut - BETR501;50.40931,4.452172;BE;PM10;EEA Belgium;µg/m³;7.271;2020-12-20T02:00:00+01:00;Belgium
Hainaut;Belgium - Hainaut - BETR512;50.40781,4.395897;BE;NO2;EEA Belgium;µg/m³;5.5;2020-12-20T02:00:00+01:00;Belgium
Oost-Vlaanderen;Belgium - Oost-Vlaanderen - BETR731;51.12469,3.7395043;BE;SO2;EEA Belgium;µg/m³;0.0;2020-01-20T02:00:00+01:00;Belgium
Oost-Vlaanderen;Belgium - Oost-Vlaanderen - BETR740;51.150135,3.808735;BE;O3;EEA Belgium;µg/m³;39.0;2020-12-20T02:00:00+01:00;Belgium
Oost-Vlaanderen;Belgium - Oost-Vlaanderen - BETR892;51.26304,4.27889;BE;NO2;EEA Belgium;µg/m³;9.5;2020-12-19T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETWOL1;50.85658,4.425704;BE;CO;EEA Belgium;µg/m³;0.21;2020-12-08T02:00:00+01:00;Belgium
Flanders;Belgium - Flanders - 40AB01 - ANTWERPEN;51.281013,4.329848;BE;PM2.5;EEA Belgium;µg/m³;10.0;2017-03-07T11:00:00+01:00;Belgium
Flanders;Belgium - Flanders - 40AB02 - BERENDRECHT;51.34073,4.3218203;BE;PM2.5;EEA Belgium;µg/m³;31.0;2017-03-13T13:00:00+01:00;Belgium
Flanders;Belgium - Flanders - 40SZ02 - STEENOKKERZ;50.91302,4.512184;BE;PM2.5;EEA Belgium;µg/m³;4.0;2017-07-21T00:00:00+02:00;Belgium
Brussels;Belgium - Brussels - 41WOL1 - WOL.ST.L.;50.85658,4.4257035;BE;PM10;EEA Belgium;µg/m³;11.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42N054 - WALSHOUTEM;50.711704,5.1031585;BE;PM2.5;EEA Belgium;µg/m³;4.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R010 - ST.STEVENSW;50.86511,4.428427;BE;NO2;EEA Belgium;µg/m³;6.5;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R831 - BERENDRECHT;51.348797,4.3397098;BE;PM2.5;EEA Belgium;µg/m³;6.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R893 - ANTWERPEN;51.28138,4.385771;BE;NO2;EEA Belgium;µg/m³;42.5;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N060 - HAVINNES;50.61672,3.4576244;BE;PM10;EEA Belgium;µg/m³;10.271;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N113 - SAINT-ODE;50.027027,5.593017;BE;NO2;EEA Belgium;µg/m³;3.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44M705 - ROESELARE;50.94536,3.1524017;BE;PM10;EEA Belgium;µg/m³;14.7;2017-07-21T00:00:00+02:00;Belgium
Antwerpen;Belgium - Antwerpen - BELR833;51.32766,4.362261;BE;NO2;EEA Belgium;µg/m³;33.5;2020-12-20T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETB011;50.858032,4.2883363;BE;PM2.5;EEA Belgium;µg/m³;2.85;2020-12-20T02:00:00+01:00;Belgium
West-Vlaanderen;Belgium - West-Vlaanderen - BETE715;51.245865,3.1749842;BE;NO2;EEA Belgium;µg/m³;7.0;2020-12-20T02:00:00+01:00;Belgium
Vlaams-Brabant;Belgium - Vlaams-Brabant - BETN035;50.977543,4.837618;BE;O3;EEA Belgium;µg/m³;50.0;2020-12-20T02:00:00+01:00;Belgium
Vlaams-Brabant;Belgium - Vlaams-Brabant - BETN035;50.977543,4.837618;BE;NO2;EEA Belgium;µg/m³;3.0;2020-12-20T02:00:00+01:00;Belgium
Brabant wallon;Belgium - Brabant wallon - BETN063;50.655437,4.668288;BE;NO2;EEA Belgium;µg/m³;2.5;2020-12-20T02:00:00+01:00;Belgium
Vlaams-Brabant;Belgium - Vlaams-Brabant - BETR020;50.941387,4.436721;BE;NO2;EEA Belgium;µg/m³;8.0;2020-12-20T02:00:00+01:00;Belgium
Liege;Belgium - Liege - BETR222;50.613415,5.570223;BE;PM2.5;EEA Belgium;µg/m³;0.719;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR897;51.250107,4.3421044;BE;NO2;EEA Belgium;µg/m³;15.0;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR897;51.250107,4.3421044;BE;SO2;EEA Belgium;µg/m³;10.0;2020-12-20T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETWOL1;50.85658,4.425704;BE;PM10;EEA Belgium;µg/m³;4.0;2020-10-25T03:00:00+01:00;Belgium
Flanders;Belgium - Flanders - 40AL01 - LINKEROEVER;51.236195,4.385224;BE;PM10;EEA Belgium;µg/m³;16.2;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42N054 - WALSHOUTEM;50.711704,5.1031585;BE;O3;EEA Belgium;µg/m³;38.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R020 - VILVOORDE;50.941387,4.436721;BE;PM2.5;EEA Belgium;µg/m³;4.5;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R817 - ANTWERPEN;51.17713,4.4179487;BE;PM10;EEA Belgium;µg/m³;14.2;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N093 - SINSIN;50.27448,5.2351685;BE;NO2;EEA Belgium;µg/m³;5.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N100 - DOURBES;50.095684,4.594763;BE;PM2.5;EEA Belgium;µg/m³;2.653;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43R223 - JEMEPPE;50.62067,5.5164046;BE;PM2.5;EEA Belgium;µg/m³;8.925;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44R721 - WONDELGEM;51.08896,3.7161193;BE;NO2;EEA Belgium;µg/m³;6.5;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44R750 - ZELZATE;51.196064,3.82292;BE;PM10;EEA Belgium;µg/m³;15.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 45R501 - CHARLEROI;50.409313,4.452172;BE;NO2;EEA Belgium;µg/m³;21.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 45R502 - LODELINSART;50.428997,4.4586806;BE;O3;EEA Belgium;µg/m³;30.5;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 47E008 - Grimbergen;50.926094,4.39592;BE;NO2;EEA Belgium;µg/m³;6.0;2017-07-21T00:00:00+02:00;Belgium
Oost-Vlaanderen;Belgium - Oost-Vlaanderen - BELAL03;51.253963,4.2014604;BE;PM2.5;EEA Belgium;µg/m³;9.0;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETN016;51.233654,5.163979;BE;NO2;EEA Belgium;µg/m³;8.5;2020-12-20T02:00:00+01:00;Belgium
Hainaut;Belgium - Hainaut - BETN060;50.61672,3.4576244;BE;PM10;EEA Belgium;µg/m³;7.771;2020-12-20T02:00:00+01:00;Belgium
Hainaut;Belgium - Hainaut - BETN060;50.61672,3.4576244;BE;SO2;EEA Belgium;µg/m³;0.0;2020-12-20T02:00:00+01:00;Belgium
Brabant wallon;Belgium - Brabant wallon - BETN063;50.655437,4.668288;BE;SO2;EEA Belgium;µg/m³;0.0;2020-12-20T02:00:00+01:00;Belgium
Brabant wallon;Belgium - Brabant wallon - BETN063;50.655437,4.668288;BE;PM10;EEA Belgium;µg/m³;3.271;2020-12-20T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETR012;50.79663,4.358539;BE;NO2;EEA Belgium;µg/m³;2.5;2020-12-20T02:00:00+01:00;Belgium
Vlaams-Brabant;Belgium - Vlaams-Brabant - BETR020;50.941387,4.436721;BE;PM2.5;EEA Belgium;µg/m³;6.0;2020-12-20T02:00:00+01:00;Belgium
Liege;Belgium - Liege - BETR221;50.658443,5.627835;BE;O3;EEA Belgium;µg/m³;46.0;2020-12-20T02:00:00+01:00;Belgium
Liege;Belgium - Liege - BETR222;50.613415,5.570223;BE;SO2;EEA Belgium;µg/m³;1.0;2020-12-20T02:00:00+01:00;Belgium
Hainaut;Belgium - Hainaut - BETR501;50.40931,4.452172;BE;CO;EEA Belgium;µg/m³;0.17;2020-12-20T02:00:00+01:00;Belgium
Oost-Vlaanderen;Belgium - Oost-Vlaanderen - BETR750;51.196064,3.82292;BE;PM10;EEA Belgium;µg/m³;39.375;2020-12-20T02:00:00+01:00;Belgium
